shop_name,folder,api_port,api_domain,app_domain,app_id,app_name,apk_version,jwt_secret_set,backup_ok,delivered_date,contact_name,contact_phone,monthly_fee_fcfa,last_update,status,notes
CouturePro Demo,/srv/demo-couture,3001,demo-api.couturepro.app,demo-app.couturepro.app,com.couturepro.demo,CouturePro Demo,1.0.0,yes,no,,-,-,0,2026-07-14,demo,"Vitrine de démonstration — ne jamais mettre de vraies données client"
Rayan Couture,/srv/rayan-couture,3002,api.rayan.couturepro.app,app.rayan.couturepro.app,com.rayancouture.app,Rayan Couture,,,, ,,,,,,à déployer,"Premier client réel — nouveau .env + mots de passe forts + backup obligatoire"
